"Date","Header","Content"
"2024-01-18 07:58:00","'Rich Dad Poor Dad' Author Reveals How Much Bitcoin He Bought After ETF Approval","U.Today - Vocal Bitcoin supporter  investor and financial guru Robert Kiyosaki  also well known for his popular book “Rich Dad Poor Dad ” has published a tweet to make another gloomy market prediction.He also revealed how much Bitcoin he purchased after the U.S. Securities and Exchange Commission finally gave a green light to Bitcoin spot ETFs.Kiyosaki’s doom prediction; here’s how much BTC he buysRobert Kiyosaki tweeted that the U.S. should be ready for big trouble if the U.S. Treasury and the Federal Reserve  and the PhDs in these governmental institutions  should fail to save the economy.If the U.S. dollar collapses  Kiyosaki wrote  the U.S. is likely to fall into hyperinflation  he believes.Kiyosaki has been advocating the world’s flagship cryptocurrency  Bitcoin  over the past few years. He has been making bullish predictions since 2020  after the pandemic started and the U.S. government began to print enormous amounts of U.S. dollars out of thin air.He has also tweeted from time to time that he was buying more Bitcoin. In today’s tweet  he mentioned that and revealed that he had purchased five more Bitcoins  adding them to his stash. Five Bitcoins are evaluated at $231 291 at the time of this writing.Besides  his purchase likely took place after the SEC announced its regulatory decision on spot-based Bitcoin exchange-traded funds: approval.SEC greenlights spot Bitcoin ETFsOn Wednesday  the SEC finally signaled its approval of spot Bitcoin ETFs to multiple companies. There had been applications from 11 issuers on the SEC team’s table  including one from BlackRock (NYSE:BLK)  VanEck  Fidelity  Ark Invest and Grayscale.While waiting for the decision  they had prepared to launch their spot ETFs based on Bitcoin soon and reduced their management fees on certain conditions to make their products attractive to customers.A day before  SEC Chairman Gary Gensler announced that the SEC Twitter account had been compromised for less than one hour  thus dissolving the message posted by hackers that the ETF had been approved. The Bitcoin price first went up and then plunged. However  some in the Bitcoin community  including Anthony Scaramucci  did not believe Gensler  assuming that an SEC employee had just jumped the gun.This article was originally published on U.Today"
"2024-01-18 07:58:00","Samson Mow Issues Ultra-Bullish Bitcoin Statement, Dogecoin Whale Moves 332.9 Million DOGE to Binance, Michaël van de Poppe Predicts Bullish Breakout for ETH: Crypto News Digest by U.Today","U.Today - U.Today has prepared a summary of the top three news stories over the past day.Ultra-bullish Bitcoin statement made by Samson Mow ahead of possible ETF approvalAs the crypto community is eagerly awaiting the SEC's decision regarding the approval of a spot Bitcoin ETF  Bitcoin maximalist Samson Mow took to X platform to share his mega-bullish expectations on BTC's price movement. According to Mow  Bitcoin reaching $1 million may happen any day from now  and this sudden price surge will be “max pain” for most market participants. He explained that many companies  including his own  Jan3  have many plans and meetings scheduled for the year 2024  and should Bitcoin spike to $1 million  it would “derail everything.” Apart from Jan3  Mow named other big figures in the crypto space who would see their plans collapse in the event that BTC suddenly reached $1 million: analyst Plan B and his stock-to-flow model for Bitcoin  MicroStrategy with its goal to accumulate 1% of the Bitcoin supply and El Salvador  as it would not be able to issue Bitcoin bonds and buy more BTC below the $100 000 level.Dogecoin (DOGE) whale transfers 332.9 million DOGE to BinanceAccording to data provided by Whale Alert's X account  yesterday  a Dogecoin (DOGE) whale moved a large amount of dog-themed tokens to Binance. The transaction carried 332 931 620 DOGE (worth $26 612 151 at the time of transfer) from an unknown wallet to the aforementioned major exchange. It remains unclear what motivated the whale to make such a significant transfer  and Dogecoin enthusiasts are speculating about its potential implications for the broader DOGE ecosystem. Meanwhile  DOGE has seen a decline in its value  going down by 21.98% over the past 30 days. The Dogecoin community is looking forward to further developments  both in terms of the whale's activities and the impact of the recent lunar launch on DOGE's market dynamics. As a reminder  on Jan. 8  a real replica of the dog-themed token was sent to the moon onboard the Vulcan Centaur rocket.Ethereum (ETH) at critical juncture as Michaël van de Poppe predicts bullish breakoutIn a recent X post  renowned crypto analyst Michaël van de Poppe made a prediction about a potential bullish breakout for Ethereum (ETH)  as the second-largest cryptocurrency currently finds itself in a critical position. According to van de Poppe  ETH is approaching the low of 2022 and is likely to take liquidity at that level. The analyst believes that in case a spot Bitcoin ETF gets approved by the SEC  there would potentially be a liquidation candle on the trading chart for the ETH/BTC trading pair. After this  van de Poppe foresees a rotation of funds into Ethereum  along with a bullish weekly divergence. Michaël Van de Poppe's forecast is predicated on the idea that Ethereum could see a significant rise in response to the approval of the Bitcoin spot ETF. Thus  traders are keeping a close eye on the upcoming Bitcoin ETF decision  recognizing the interconnected nature of cryptocurrencies.This article was originally published on U.Today"
"2024-01-18 07:58:00","Bitcoin (BTC) Surge Puts 90% of Holders in Profit Territory After Two Years","U.Today - According to data from blockchain analytics firm IntoTheBlock  around 90% of Bitcoin (BTC) holders find themselves in profit territory for the first time since November 2021. The surge in profitability comes amid a roller coaster 24 hours for Bitcoin  marked by a false report of official approval of the first U.S. Bitcoin spot ETF  leading to whipsaw price movements.As of the latest data  the current price of Bitcoin stands at $45 488  representing a 2.25% decline in the past 24 hours. The tumultuous ride began when a hacker exploited a SIM swap attack to publish a misleading announcement on the SEC’s X account (formerly Twitter)  falsely claiming the regulatory approval of the much-anticipated Bitcoin ETF.This misinformation triggered a sharp surge in Bitcoin's price  reaching a high of $47 901  before swiftly retracting to its current levels. Representatives from the platform revealed that the post was the result of a security breach  emphasizing the vulnerability of even major platforms to sophisticated attacks.Bitcoin market dynamicsThe false approval announcement added to the existing anticipation surrounding a positive SEC decision on Bitcoin spot ETFs  a development expected to attract billions in new investments to the crypto market. This anticipation has been a driving force behind Bitcoin's price rally over the past two months  despite the recent dip in value.Despite price fluctuations  the IntoTheBlock data revealing that around 90% of Bitcoin holding addresses are currently in profit is seen as a bullish sign for the leading cryptocurrency. This statistic underscores the resilience of long-term investors who have weathered the market's volatility and underscores the potential for sustained growth.It is expected that the profitability of holders could further attract institutional investors and strengthen Bitcoin's position as a store of value. As Bitcoin continues to navigate the regulatory landscape and faces occasional bouts of volatility  the recent surge in profitability serves as a testament to the resilience of the cryptocurrency and the optimism prevailing among its dedicated community of investors.This article was originally published on U.Today"
"2024-01-18 07:58:00","Legendary Trader Peter Brandt Shares Crucial Bitcoin (BTC) Chart","U.Today - A fake Bitcoin ETF announcement led to a sudden surge in Bitcoin's price to $48 000  which just as quickly plummeted to $45 000 as the truth came to light. Peter Brandt shared a chart with a yet unseen ""pattern"" dedicated to SEC Chair Gery Gensler.Brandt's chart  humorously labeled ""The Gensler Grunt "" shows a stark candlestick formation that characterizes the wild event. The pattern indicates a significant sell-off following the peak  as traders realized the ETF approval announcement was a hoax. What stands out in Brandt's analysis is the market's knee-jerk reaction to the news  and the following correction aligns with the classic ""buy the rumor  sell the news"" behavior.From a technical standpoint  the chart reflects local strengths and weaknesses of Bitcoin. Before the surge  Bitcoin was showing a consolidation pattern  trading sideways as the market sought direction. The abrupt spike  followed by an equally rapid decline  illustrates the fragility of the current market sentiment  heavily influenced by news and rumors.The ""pattern"" depicted by Brandt can be seen as a short-term bullish trap  where early buyers anticipating a positive outcome from the fake news were caught off guard by the sudden reversal. This could indicate weakness on the market  as there was not enough bullish momentum to maintain higher price levels once the fake announcement was debunked.What this chart and Brandt's interpretation suggest is that Bitcoin is yet to be truly tested. The quick recovery from the dip shows resilience  but the inability to hold onto the gains suggests caution. Traders should be wary of the market's current sensitivity to news  which could lead to overreactions in both directions.Despite the joking nature of the tweet  it accurately reflects the entire situation and how it was resolved. However  investors and traders should view the provided chart with a bit of irony and avoid making any serious investment decisions based on it.This article was originally published on U.Today"
"2024-01-18 07:58:00","SEC's X Account Hack: What It Means for Spot Bitcoin ETF Approval","U.Today - The financial world was rattled on Jan. 9 when the official X account of the United States Securities and Exchange Commission (SEC) was hacked to post fake news about the approval of a spot Bitcoin Exchange Traded Fund. This development has raised fresh concerns about whether the market regulator will go ahead with its plans to approve the product as anticipated by the community.What comes next?Hacks of high-profile government accounts on popular social media platforms like X are not uncommon. As confirmed by the market regulator  it has launched an investigation into the attack  with plans to cooperate with law enforcement agencies.With trust in the SEC's X account now compromised  it remains uncertain whether today’s projected timeline for spot Bitcoin ETF approval is still feasible. However  Fox Business Network’s Senior Correspondent Charles Gasparino noted that  based on precedent  it would be quite rare for the market regulator to get as far as the stage it is in with Bitcoin ETF applications and deny the proposals altogether.In line with the hack  many in the crypto ecosystem are nursing the idea of a conspiracy theory  noting that the accident might have been orchestrated so that there would be new grounds for denial of the spot Bitcoin ETF application. While this school of thought will be substantiated in the launched investigation  the expectation is that the approval will proceed as planned.Bitcoin lying in wait for rallyThe Bitcoin price temporarily rallied above $47 890 following the fake news of the approvals. The coin has dropped and is now changing hands for $45 859.90  down 2.07% in the past 24 hours. The digital currency is likely to see its major breakout moment if an officially certified update about the spot Bitcoin ETF approval is issued.One of the core projections for a Bitcoin price surge came from Samson Mow  who foresees a $1 000 000 price tag in the long term.This article was originally published on U.Today"
"2024-01-18 07:58:00","Peter Schiff Releases Crucial Bitcoin (BTC) Warning That Might Make Sense","U.Today - A sudden spike in Bitcoin's price to near $48 000 was abruptly followed by a plunge to around $45 000  after a post by a hacked SEC Twitter account falsely announced the approval of Bitcoin ETFs. Renowned Bitcoin and crypto skeptic Peter Schiff has chimed in with a cautionary warning on the situation. Schiff suggests that with the market's anticipation of an actual Bitcoin ETF approval looming  the recent volatility might be a precursor to a more substantial market disappointment.He posits that the hack-induced spike and subsequent correction may not be an isolated incident and that the market's tendency to defy speculative expectations could mean that the actual approval  if it happens  will not necessarily translate into the bullish run investors are hoping for.Schiff's advice to investors is to consider selling today  rather than waiting for the market to potentially ""disappoint"" upon the real news. This stance  while typically bearish and in line with Schiff's overall sentiment toward Bitcoin  may resonate with traders who try to avoid unnecessary risks.Schiff's warning points to the possibility of an ""overbought"" scenario where the hype leading up to the approval has already been priced in  and the actual event could trigger profit-taking rather than further buying.The underlying message in Schiff’s warning is one of caution. Traders and investors might do well to consider the preexisting market dynamic and the fact that the crypto market has often moved counter to the majority's expectations  especially in the context of high-stakes regulatory developments.The next few days could prove to be a critical test of whether Bitcoin can sustain its rally after the approval of the long-awaited product or  as Schiff suggests  the market is setting up for a letdown.This article was originally published on U.Today"
"2024-01-18 07:58:00","Elon Musk-and-Bitcoin-Themed Statement Issued by Samson Mow: Details","U.Today - Founder and chief executive of Bitcoin-focused company Jan3 Samson Mow has posted a cat meme  mentioning Elon Musk and Bitcoin maximalist Preston Pysh and poking fun at the Tesla (NASDAQ:TSLA) CEO for his criticism of the Bitcoin consensus algorithm.Elon Musk  rocket science and PoWSamson Mow accompanied his meme with a comment  stating: “Proof of Work isn't rocket science. But it might as well be!”This refers to Elon Musk's statements made before his acquisition of Twitter for $44 billion in October 2022. While he claimed that he wanted to acquire Twitter to preserve the “town square for free speech ” the legacy media began heavily criticizing him with articles whose titles were worded something like “Elon Musk Is Finding Out That Free Speech Isn’t Rocket Science” (an article by The New York Times).However  Mow’s tweet bears a reference not only to that but also to the criticism of the proof-of-work consensus algorithm on that Bitcoin runs. In early 2021  Musk shocked the cryptocurrency community and the financial world by announcing that Tesla bought $1.5 billion worth of Bitcoin and started to accept Bitcoin payments for its electric automobiles. It happened in February. However  in April  Musk closed down that payment option  expressing concerns about Bitcoin mining based on the proof-of-work algorithm being harmful to the environment.Back then  many Bitcoiners pointed out that the original meme cryptocurrency  Dogecoin  supported by Musk so much is also based on the proof-of-work algorithm  but Musk never responded to them.SpaceX still holds BitcoinHe stated that Tesla will resume accepting Bitcoin once BTC miners around the world begin basing at least 50% of their operations on renewable energy. This level of green technology usages was achieved in the same year. However  Tesla still has not reinstated Bitcoin as a payment option.Still  earlier this week  Musk shared on a podcast that SpaceX continues to hold Bitcoin  and he still holds his DOGE. Nothing was mentioned about Tesla  but as reported earlier  the e-car producing giant has been gradually selling its Bitcoin stash but is believed to still be holding some BTC.This week  Bitcoin took a major step forward as the SEC regulator finally approved 11 filings on opening spot Bitcoin ETFs submitted by various Wall Street giants last year.This article was originally published on U.Today"
"2024-01-18 07:58:00","Ethereum (ETH) Loses Fight Against Bitcoin (BTC): No Alt Season?","U.Today - The Ethereum to Bitcoin ratio is a critical metric that is important to constantly monitor if you are operating with altcoins. This ratio signifies Ethereum's value relative to Bitcoin  and its movements can indicate general trends on the market. Recently  the ETH/BTC chart has shown a significant downtrend  which suggests that Bitcoin retains its dominance in the cryptocurrency space.The chart illustrates that Ethereum has not been able to outpace Bitcoin in terms of investment returns. This is particularly significant for investors who aim to ""beat"" the market by selecting assets that could potentially yield higher returns than Bitcoin. Currently  the performance of Ethereum  when measured against Bitcoin  has been less than stellar  indicating that Bitcoin remains the market leader and a stronger investment choice in the cryptocurrency realm.ETH/BTC Chart by TradingViewDespite this  Ethereum has shown solid performance against the U.S. dollar  with an approximate 10% increase since December. This resilience in the face of a falling ETH/BTC ratio highlights Ethereum's inherent strengths and its ability to maintain value independently of Bitcoin's market movements. This divergence between Ethereum's performance in USD terms versus its value relative to Bitcoin could suggest that while Bitcoin may lead the market  Ethereum continues to offer value to investors.The current state of the ETH/BTC chart raises the question: is an alt season  where alternative cryptocurrencies surge in value  imminent? Traditionally  alt seasons occur when altcoins gain significantly against both Bitcoin and the USD  but the current data suggests that the market may not be close to it.Solana heats upAs we move into 2024  Solana (SOL) is facing its first significant challenge of the year. After riding the highs of a bullish rally  SOL has entered a period of correction over the past two weeks  with prices retracting from their recent peaks. The current price movement shows SOL approaching a local trendline resistance level  which could be a defining moment for the cryptocurrency. This trendline  drawn from recent highs  has been a barrier to SOL's price progression. A breakthrough at this point could signal the resumption of the bullish rally that Solana has been known for  suggesting a strong start to the year and reinforcing investor confidence in the asset's long-term prospects.The possibility of a breakout is bolstered by the broader context of the crypto market's recovery after a challenging period. A successful push beyond the trendline could attract more buyers  potentially leading to an increase in trading volume and more sustained upward movement.If Solana will be unable to push past the trendline resistance  the next level of support lies at the 26-day Exponential Moving Average (EMA). The 26 EMA has historically provided a cushion during retracements  acting as a stepping stone for future rallies. If SOL's price were to retract to this moving average  it could offer a secondary point of entry for investors looking to capitalize on the asset's retracing.Bonk suddenly wakes upThe Solana meme coin Bonk has staged an impressive rally. Over recent trading sessions  BONK has seen its value surge by more than 30%. The BONK token was most recently labeled as the ""Shiba Inu"" of Solana. Its price action mostly reflects the bullish tendencies we saw on the market pushed by the approval of a Bitcoin ETF. The ETF approval has not only upheld the market's confidence but also potentially paved the way for increased institutional participation.The recovery of BONK coincides with a pivotal moment on the crypto market  as Bitcoin and other major cryptocurrencies are also witnessing a bullish trend reversal. The market's shift toward a more positive outlook is a notable change from the correction we saw recently  where many assets struggled to maintain their value amid regulatory uncertainty and market volatility.A closer analysis of the provided chart reveals that BONK's price has rebounded sharply  now trading above its 50-day and 200-day moving average — key indicators that often signal strong bullish sentiment. The moving averages are sloping upward  confirming the momentum behind BONK's unexpected rise. Moreover  the increased trading volume accompanying this uptick in price points to an influx of investors who are driving the rally.This article was originally published on U.Today"
"2024-01-18 07:58:00","Bitcoin (BTC) Witnesses Half Billion Worth of Whale Activity With One Secret Transfer","U.Today - In the last 24 hours  the crypto market has once again demonstrated its dynamic nature  with a particular focus on Bitcoin (BTC). The highlight of this period was the official commencement of spot Bitcoin ETF trading on the U.S. stock market. This development marked a significant milestone in the crypto space  coinciding with the 15th anniversary of Hal Finney's iconic tweet.Against the backdrop of this historic event  the crypto market experienced a surge in activity  particularly in the movement of Bitcoin  with transactions totaling almost half a billion dollars  according to Whale Alert. Notably  thousands of tokens were shuffled across major exchanges  including Kraken  Binance and Coinbase (NASDAQ:COIN)  as well as various unknown wallets.Secret Bitcoin transferHowever  amid the myriad transactions  one mysterious transfer stood out – 4 361 BTC  equivalent to a staggering $200.54 million  migrated discreetly from one undisclosed wallet to another. The secrecy surrounding this substantial transfer has left the crypto community intrigued  sparking speculation and debate within the industry.This enigmatic movement of funds adds an air of mystique to an already eventful day in the crypto sphere. The question on everyone's mind is: what could be the motive behind such a significant and clandestine transfer?Speculation runs rife as to whether this move was orchestrated by a major Bitcoin miner or a prominent investor. The sheer magnitude of the transaction suggests a potential influence on market trends  particularly with the weekend approaching.This article was originally published on U.Today"
"2024-01-18 08:00:00","Can Solana (SOL) Continue Its Path Up in 2024?","U.Today - As we traverse into 2024  the trajectory of Solana becomes a pivotal question for the cryptocurrency market. A glance at the Solana chart reveals strong growth  followed by a recent phase of correction. The moving averages have aligned in a manner that suggests a strong bullish trend with the price consistently staying above these indicators.However  SOL has recently experienced a pullback  hinting at a period of consolidation. This could be attributed to active profit-taking from venture capitalists (VCs)  which was a foreseen event given the asset’s substantial appreciation over the past months. The retracement is also part of the natural market cycle following such an impressive rally.SOL/USDT chart by TradingViewThe Solana ecosystem has seen significant growth  particularly in decentralized finance (DeFi) and the proliferation of meme coins. The rapid expansion of DeFi on Solana has been fueled by its high transaction throughput and relatively low fees  making it a competitive environment for DeFi applications. The meme coin phenomenon has also found a foothold on Solana  attracting both positive attention for its viral nature and negative scrutiny due to the high magnitude of scams and market manipulations associated with this niche.While these factors have contributed to Solana’s visibility and adoption  they have also led to increased volatility. The ecosystem's resilience is being tested as it navigates the fallout from various high-profile scams and manipulative practices  most notably within the meme coin market. These events have triggered skepticism among investors  as they weigh the platform's innovative potential against the risks posed by these malicious activities.Looking forward  for Solana to continue its upward path  the ecosystem will need to address these challenges head-on. Enhancements in security protocols  more rigorous vetting of projects and an overall shift toward more sustainable and utility-driven applications will be critical. The network's capability to scale effectively  maintain uptime and foster a secure environment for both DeFi and other applications will be key determinants of its trajectory.Despite the current correction and associated challenges  the fundamentals of Solana  especially its blockchain's architecture designed for speed and efficiency  remain strong. If the community and developers can collaborate to bolster the network's robustness against scams and ensure a more stable platform  Solana has the potential to resume its upward trend. The path forward for SOL will likely hinge on its ability to mature as an ecosystem  prioritizing security and long-term utility over the transient hype of meme coins and speculative ventures.New year for EthereumAs Ethereum (ETH) steps into 2024  its market position appears to be on the cusp of transformation. The past year has seen significant developments within the Ethereum ecosystem  notably the expansion of Layer 2 (L2) networks and the unveiling of a refreshed road map by Vitalik Buterin  presenting a new vision for the platform. These changes may have set the stage for a potential price reversal for Ethereum as it continues to navigate its current rally.The price chart of Ethereum indicates a mixed scenario. After a period of bullish trend  ETH is showing signs of consolidation. The moving averages are providing support at lower levels  and the price is oscillating around these key indicators  suggesting a balancing act between bullish optimism and bearish caution.The L2 networks  like Arbitrum and Optimism  have been a beacon of growth  with transaction volume skyrocketing by 90 times compared to 2021. This incredible expansion signifies a shift in focus to scalability and efficiency. The L2 solutions are not just a technical improvement but also a strategic realignment  positioning Ethereum to better handle the burgeoning demands of DeFi  NFTs and other blockchain applications.Buterin's new Ethereum vision  which emphasizes single slot finality  cross-rollup standards and the inclusion of Verkle trees  points to a more secure  efficient and scalable network. The road map update also hints at long-term improvements to Ethereum's architecture  ensuring its place at the forefront of blockchain innovation.Despite these promising developments  Ethereum's price rally has been lagging when compared to some of its competitors. This underperformance could be due to market dynamics that have seen investors chase higher yields elsewhere. However  the solid rise in traction on L2 networks suggests that the groundwork is being laid for a more robust and expansive ecosystem.This article was originally published on U.Today"
